,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,Polarity,Subjective,text_len,text_word_count
10,"@DiljithKD1 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/ieUX4x1QXZ", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
11,"@Kavya92967849 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/Ht4IbpldyH", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
12,"@SravanS92768956 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/gSxsxxR1EX", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
13,"@RoshniChhetry2 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/KHPsDTkTBy", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
14,"@GauTamS57599344 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/D6BcWFw1Ql", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
15,"@Rituraj57757864 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/ygmgTidPsH", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
16,"@AshitLahane2 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/x4Iu8LAKbT", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
17,"@NikeshK47065469 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/bhAV9hXjvR", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
18,"@sarathysa6 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/o69IEZATpp", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
19,"@Jk63360794 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/iuvR4CP1VO", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
20,Samsung is putting NFTs in its smart TVs  Engadget #blockchain #Samsung #NFTs #smartTVs #CES2022 #news #gear #nft #ces2022 https://t.co/BnkCdQa8jL https://t.co/WTfykxq8li,samsung is putting nfts in its smart tvs engadget blockchain samsung nfts smarttvs ces2022 news gear nft ces2022 ,0.21428571428571427,0.6428571428571429,positive,0.0,0.863,0.137,0.4019,0.21428571428571427,0.6428571428571429,113,18
21,"@sanojkashyav you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/i45UaKLc1W", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
22,"@subhrajit_1002 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/5dBgpVq2cw", 1002 you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,160,27
23,"@TauseebMalik you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/WmC5h8RhRV", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
24,"@Abhishe72757666 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/AW02IrLzPN", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
25,"@ShizaMahveen you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/wWFoBWYDQo", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
26,"@Man_in_Conflict you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/W5b0Aw9Hfb", in conflict you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.083,0.797,0.12,0.25,0.4,0.8,158,24
27,"@Sebintheruvil you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/k5B3PTXqjN", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
28,"@AquriusJan you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/P1qeSkiVlQ", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
29,"@ronak_holani you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/s7QmmAqnYj", holani you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.87,0.13,0.5106,0.4,0.8,153,23
30,"@Abhi_Kanna_141 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/CRgN5P4Iz2", kanna 141 you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.767,0.233,0.836,1.0,0.3,165,28
31,"@VinodKote7 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/TmzaZoQqqw", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
32,"@NandhuPrakash6 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/4UgFEWHdeh", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
33,"@Srikanthrocky91 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/mFooGY8Xjw", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
34,"@MurariSawarn you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/AtCPfW7Xtw", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
35,"@VijayKu41855394 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/l4sDKlmVLt", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
36,"@youngfrever_ot7 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/hYBZKb59nL", ot7 you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,159,27
37,"@LeviMikaasa you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/jFkQwOrsh8", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
38,"@BholaSankarMaj7 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/TqulwPGgAy", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
39,"@rahulpa65681309 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/m8dsF0voqi", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
40,"@jenpaisenpai6 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/NWk26AnQl1", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
41,"@BhumbakRampal you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/4PmjI9DbNq", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
42,"@Shubanbhat3 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/ygNFMnne0q", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
43,"@GSRIBHARGAVI1 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/9K6jJsvm3b", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
44,"@amose_siva you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/AaG4UuOyeq", siva you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.87,0.13,0.5106,0.4,0.8,151,23
45,"@_adhil07 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/AxI89SMom6", adhil07 you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,163,27
46,"@PABITRASWARGIA9 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/IAB6uFEc4C", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
47,"@Rkwale you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/qK6wp6Jy9Q", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
48,"@syedsul17364354 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/ZOzIr5LVzX", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
49,"@XYz29081716 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/B7GDwc8SJg", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
50,"@MOHDSHUAIB_0 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/2OTNEAg3O6", 0 you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,157,27
51,"@MdAsad2704 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/9oN7lcYaio", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
52,"@subhash_yog you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/Ct32ql7HPg", yog you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,159,27
53,"The Untouchable Chaebols of South Korea 
#Samsung #Hyundai  
https://t.co/vrOQHZPAGN",the untouchable chaebols of south korea samsung hyundai ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0.0,0.0,56,8
54,"@ajitaj15 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/Pz3XjEB4pM", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
55,"@Adarshkumaroy1 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/kzirehigt3", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
56,"@im_selvanathan you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/kz2KYOdFU6", selvanathan you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,167,27
57,"@AbhiSin73412747 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/hnQVDG6Fa2", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
58,"@sumitNimbhorka8 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/wpE7tE04vP", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
59,"@Debasis69314368 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/IKDQ1YcQTa", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
60,"@Mahefuzkhanpat1 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/DNjiLccMOS", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
61,"@jungkook1593 you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/Q1I9tpgc7Z", you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.864,0.136,0.5106,0.4,0.8,146,22
62,The Panda Collection - four super cute phone wallpapers available now.   https://t.co/ctLIcyEYYW #iphone #samsung #phonewallpaper #panda #pinkphonewallpaper https://t.co/2Lkb2EC2NB,the panda collection four super cute phone wallpapers available now iphone samsung phonewallpaper panda pinkphonewallpaper ,0.41111111111111115,0.6888888888888888,positive,0.0,0.653,0.347,0.7845,0.41111111111111115,0.6888888888888888,123,15
63,"We had experienced something,which was #GreaterInKolkata today.
.
Thank-you @samsungindia for inviting us 💜 
.
#GalaxyZFlip4 #FlexEveryAngle #UnfoldYourWorld #GreaterInKolkata #GalaxyZFold4  #GalaxyBuds2Pro #GalaxyWatch5 #Samsung #SamsungMembers #SamsungMakers @SamsungIndia https://t.co/izhOCG1HBv",we had experienced something which was greaterinkolkata today thank you for inviting us galaxyzflip4 flexeveryangle unfoldyourworld greaterinkolkata galaxyzfold4 galaxybuds2pro galaxywatch5 samsung samsungmembers samsungmakers ,0.8,0.9,positive,0.0,0.814,0.186,0.5859,0.8,0.9,227,23
64,"@ankur_amar you're the connected ninja - the one who seeks connection!

Stay connected hands-free with #GalaxyZFlip4 and unfold your world.

#FlexEveryAngle #Samsung https://t.co/i0CLHTltmD", amar you re the connected ninja the one who seeks connection stay connected hands free with galaxyzflip4 and unfold your world flexeveryangle samsung ,0.4,0.8,positive,0.0,0.87,0.13,0.5106,0.4,0.8,151,23
65,"@ceenureddy18 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/Mhkbm8mDk3", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
66,"@DivyamChauhan16 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/a95Xk2Kcd0", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
67,"@NareshDalvi95 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/GI6jPZn3H3", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
68,"@Pranav_9b you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/kxmbdIIPzS", 9b you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.76,0.24,0.836,1.0,0.3,158,27
69,"@KetanPa52444132 you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/OdQ1VH6ORJ", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
70,"The New GalaxyWatch 5 series,your Personal Trainer
.
 #GalaxyWatch5 #UnfoldYourWorld #GreaterInKolkata #Samsung #SamsungMembers #SamsungMakers @samsungindia https://t.co/GrkcUeXLSF",the new galaxywatch 5 series your personal trainer galaxywatch5 unfoldyourworld greaterinkolkata samsung samsungmembers samsungmakers ,0.06818181818181818,0.37727272727272726,neutral,0.0,1.0,0.0,0.0,0.06818181818181818,0.37727272727272726,134,14
71,"Final week to B the influencer! 
There’s still time to apply to be the face of Backstage. 
Sound like you? Apply now 🤩 

#Btheinfluencer #SamsungBackstage #Samsung #SamsungMobile #SamsungFans https://t.co/ZmVpLJ61je",final week to the influencer there still time to apply to be the face of backstage sound like you apply now btheinfluencer samsungbackstage samsung samsungmobile samsungfans ,0.2,0.7,positive,0.0,0.909,0.091,0.3612,0.2,0.7,174,26
72,"@tapansrajput you're the seeker - the one who loves exploring!

Go ahead, find your best angles and flex them with #GalaxyZFlip4, and unfold your world.

#FlexEveryAngle #Samsung https://t.co/0AoSob5Bsa", you re the seeker the one who loves exploring go ahead find your best angles and flex them with galaxyzflip4 and unfold your world flexeveryangle samsung ,1.0,0.3,positive,0.0,0.752,0.248,0.836,1.0,0.3,155,26
